,text
1810,Thank u hope it does well for u https://t.co/On5mEjTE48
1811,"Here's the making of the song Udi Udi Jaye from Raees... 

https://t.co/DuUheAazH8"
1812,Work always makes me happy but when it’s with beautiful ppl like Vaibhavi &amp; team and Imtiaz &amp; his mad boys &amp; girls it’s like the happiest.
1813,‘Romance Like SRK’ uff the irony of this trend!! Let me see if I can do a romantic Valentines msg for all of u when I wake up.
1814,a late night walk along the juhu beach…hand in hand…&amp; the sand castle we made will last a life time..we r sure. https://t.co/x8jqCQ0wGY
1815,"Here's what went into breathing life into Raees - the character... From script to screen!

https://t.co/ay8BTDGfYI"
1816,Beginnings.... https://t.co/DkmBxk5Ipv
1817,Just heard India won the T20 Cricket World Cup. Couldn’t watch the match. How awesome &amp; inspiring is that. Boys I want to meet u &amp; hug u
1818,Thank u so much. My next journey is to try and meet u in person. Love and health to u.  https://t.co/J2hMsBybI6
1819,This is so beautiful my friend.  https://t.co/6K6q3SCLkQ
1820,It’s kinda sad too that MNIK is still relevant.But thx Karan Ravi Kajol SEL Shibani Niranjan Deepa Jimmy &amp; all cast/crew for a special film
1821,Known each other for 25 years and this is the first picture we have taken together of ourselves. Was a fun night. https://t.co/7aYKOFll1a
1822,"RT @RedChilliesEnt: You loved her and the song, now see how all of it came to life. Here's the Making of Laila Main Laila from Raees. https…"
1823,This is so sweet.  https://t.co/xJH8s7YhuP
1824,Very cute missing mine now https://t.co/w3jxfN2U4B
1825,Thank u for taking out time to do this.  https://t.co/rsCN5ooSuK
1826,U r inspiring.  https://t.co/yylr0lw0eT
1827,Too too sweet. Main paidaishi bhoot hoon!! https://t.co/1zSqraPmT9
1828,Thanks for seeing it. Been a long time since we met. All good with u?  https://t.co/wSKLFjCFIm
1829,"Couldn't let this @SonuNigam song from Raees not spread its magic. Thx to @shreyaghoshal too. Here's #HalkaHalka ! 

https://t.co/mpVQ832Fhx"
1830,Will see it with AbRam when he is back from his travels. All the best &amp; my love to u. https://t.co/veUnRUNakZ
1831,Boys and girls new song from Raees coming up in a bit. Didn’t make it to the film but will make it to ur heart I hope. #RAEES275CRWORLDWIDE
1832,"“Twice or thrice had I lov’d thee,
Before I knew thy face or name;“ Air and Angels by John Donne https://t.co/hRGfOYdh6K"
1833,Germany enjoy the film https://t.co/T1t1GaqzGU
1834,Hope Japan u liked it https://t.co/mvQO7zQdOs
1835,Hope u all enjoy it https://t.co/kUVYgnENri
1836,U r beautiful to make me look like this. Thank u https://t.co/1XIpuUHc68
1837,And u babies are awesome. Feel happy after a hard days work. All this is worth it… if it makes u dance: https://t.co/YczZ5cWc5H
1838,Bahut pyaar aaya tum dono par. Thank u https://t.co/L9KvF5e4X4
1839,Thank u for making me look personable https://t.co/yn6siqce4b
1840,Very cool. Think I should get a remix version out too.  https://t.co/0mdarFXcn7
1841,Thank u girls. Sending u love  https://t.co/mbcrIWdaN1
1842,Thank u so much  https://t.co/evJMJkaUXq
1843,Stunning it is dada. Now u r working NA for Imtiaz film??? https://t.co/g7lVeNgQoc
1844,Thank u lil one https://t.co/hmlP944ozk
1845,Thank u Ambajogai https://t.co/OX4z3mBS6P
1846,All stories r same…Bye bye bhoots hi Zindagi…https://t.co/2ruyx4tlkB
1847,As an actor I want to be in a place that there is no difference in wot I live and wot I do for a living.Ruthlessly turn towards my own truth
1848,Goofy yet pertinent for all times… if u r a Woody Allen fan. Liked Crisis in Six Scenes.
1849,Thank u my man. Hope u enjoyed it.  https://t.co/3AnPcxDPqO
1850,Tumhein kaamyaabi mile. Be well and keep working. All will be well  https://t.co/CeviD3fafy
1851,I hope u enjoy it Germany. Meanwhile here we r ready for the second weekend. The party continues.. https://t.co/bFV0uryz3j
1852,We did censor bits though… https://t.co/Okp5nX6CEN
1853,Have a lovely wedding  https://t.co/4R6BwBCEKL
1854,Thank u. Lekin Firki pakadhne ki aadat nahi daloonga https://t.co/tDEXV2ekfF
1855,"2. He has keen, fiery insight and vast dignity like the night sky, but he conceals it in the madness of child’s play.” Rumi That kiinda day"
1856,"1.“There’s no one with intelligence in this town except that man over there playing with the children, the one riding the stick horse.(Cont)"
1857,"Saanson ke kisi ek mod par, mili thi tu zindagi... Meri dost banke. Morose but melodious, really like this song.  
https://t.co/laYenEiT3I"
1858,My favourite song from Raees. Even better in the film I think. Hope u all like it https://t.co/cTrxcKYXgH
1859,So pretty she is https://t.co/XoEQghAQNX
1860,Ok done now. Have to be with kids. Love u all for the love. Like Raees ' Ab Jaa Raha Hoon Main'
1861,God and audience has been kind https://t.co/92hBT4bs5H
1862,As always sorry can't reply to all https://t.co/343ZsEWGyB
1863,Was lovely to work with her https://t.co/Ak4C6Ujmiy
1864,How much have I paid u tell everyone now https://t.co/HPbr1RvFlL
1865,Go on eat me https://t.co/4aQEABdr4n
1866,Yes it was https://t.co/UDQNZgQhqe
1867,Beautiful https://t.co/ojA15sFsJv
1868,First class hai bas! https://t.co/BkHkWRx588
1869,Oh oh how?? https://t.co/KA3cyR1rQj
1870,Will be there https://t.co/GPDjfcKpGX
1871,Absolutely he is a friend https://t.co/Wh5KMAlj6R
1872,Manchester by the Sea https://t.co/CztmUrBIfq
1873,Stay in bed https://t.co/9P8y1r9h9B
1874,Will come to thank u all. Raees very big there in Kokata https://t.co/FBLHWzgzUV
1875,Play with my kids while they read the script. https://t.co/fLU0En6FhO
1876,Dhingana means war...war of work https://t.co/Cs1fcVlmD6
1877,Cannot reply to all. Also need questions to answer. https://t.co/HSrTHE1QJp
1878,She is awesome https://t.co/yuS4Ro4OmR
1879,Will try honestly https://t.co/Z8nhol20MD
1880,Love my day job https://t.co/nuCmkify2X
1881,I love u too https://t.co/rkiKh8dOTs
1882,Oh wow. https://t.co/l4adNhpCgi
1883,Happy wedding https://t.co/sQl8CELlOn
1884,All the best https://t.co/K6kAvAH7Ix
1885,Sorry main unmein se nahi hoon jo picture chalaane ke liye paise de. Kaam Karo kamaaon aur phir picture jao. Lov u https://t.co/MKcrScqLR5
1886,It's like shaving Adonis when I shave...ha ha https://t.co/SjtsYAFJPA
1887,Yes I should I think https://t.co/jRNmNshUZt
1888,Ja Beta ja...jee le apni zindagi https://t.co/8S6wam9X2B
1889,Awesome https://t.co/EFH5NRx23r
1890,Very happy https://t.co/gBN1pOsVN7
1891,Very nice https://t.co/HrnlgnyrOa
1892,Sookh ke kantaa ho Gaye ho. Kuch khaaya Karo https://t.co/BBlRhjIwA2
1893,Thank u https://t.co/rKjwtieMcT
1894,Absolutely https://t.co/kLyZGYL1qr
1895,None all very boring https://t.co/jjMubMB5hB
1896,Mine is 100 cr ha ha https://t.co/adLTS8LfTi
1897,Dhanda Karte waqt Hindu mussalman socha tha joh ab soch rahe ho. https://t.co/nUwbocBCkb
1898,Love u https://t.co/VQ05B95c6h
1899,I am going to work harder and smile more because of these lovely women from today https://t.co/O3LZT1Qufi
1900,Baap par gaya hai https://t.co/Dv9b5Lvog3
1901,You look amazing https://t.co/BUeOIcMKP0
1902,Ha ha. AIB r always fun. Had such a nice time with them. https://t.co/0j2fU466Km
1903,Pune was fun https://t.co/DaCLcwzN5p
1904,Not confirmed any post ALR https://t.co/zOG6XddcfO
1905,Here https://t.co/vOp53Swdef
1906,It's the fire in my heart https://t.co/MwQV8NH8YE
1907,Very Raees https://t.co/GZLnTUopp6
1908,Bahut https://t.co/w6NJZ8G9kQ
1909,It's as good as it can get https://t.co/9BZLdfkr06
1910,Dimples https://t.co/1aJfF1iS1m
1911,Le lo https://t.co/bcxwKf0wMY
1912,Love u all https://t.co/gOSdmJtUbi
1913,Soon will see Raees with u all https://t.co/miYj8KYLKH
1914,Feeling very happy. Let’s do #AskSRK for 10 mins. Those  who don’t want their TL inundated with my replies..go on mute mode now!
1915,The ladies &amp; the lungi. Can’t get over the fragrance of lov sacrifice &amp; hardships these women surrounded me with. https://t.co/aPF2A3J66q
1916,Very sweet. Especially tedha mooh…  @varun_dvn &amp; @aliaa08 look lovely together. All the best bhai https://t.co/olF1QSu94l
1917,Tha u  my love  https://t.co/guDvRBshBw
1918,Yes I will meet u https://t.co/yddwMMUtla
1919,Thank u Outlook. Got me a little sad to meet me all over again…and nostalgic. Thanks for introducing me to me again. https://t.co/Mm7SBpQyTd
1920,So glad u enjoyed it baby. Come and spend time on sets again.  https://t.co/lXTRV1Ja4t
1921,Yay India…what a performance. Congratulations to us.
1922,with @SEWABharat in Ahmedabad. Women r my teachers. Thk u for Really believing in Koi Dhanda Chota nahi hota...lov… https://t.co/vsscpzsHw1
1923,What yaar??!! Was having so much fun  https://t.co/9Kos289zZ2
1924,Thank u Ahmedabad love u https://t.co/7MfGDPJPKb
1925,What a beautiful way to end the day in Ahmedabad. With the beautiful women of SEWA. Thank u girls. Love to Gujarat https://t.co/B3vpXZDy6m
1926,At the Sri Darbar Sahib. Peace and love and all feelings beautiful. Thank u Amritsar. https://t.co/gB53l1HJvK
1927,That’s sweet https://t.co/Q8MzoQIIhq
1928,Awesome u all look https://t.co/3Zf6gw4GzY
1929,Thank u girls https://t.co/7Admr8eiqr
1930,Thank u https://t.co/r7fdnpazNX
1931,Thank u https://t.co/TwVAfKss6V
1932,Thank u for watching https://t.co/PmiLxxGdcZ
1933,They are https://t.co/RXr8IOQvl4
1934,Thank u for coming https://t.co/YS8QNSYma5
1935,Thank u https://t.co/Z5uAOdUo0K
1936,Thanks girls https://t.co/12rGBwGGbj
1937,Love to u https://t.co/LJq2sQYHfH
1938,Thank u https://t.co/bNCUyAyu4U
1939,Thank u for being a part of Raees https://t.co/KDv0O4UtsB
1940,You look nice  https://t.co/viTmjFTHa7
1941,Good u came thank u https://t.co/OA7KzNzU7A
1942,Thank u guys https://t.co/IDTxHNP1Hd
1943,Awesome  https://t.co/jwOW2OyxqW
1944,Thank u all https://t.co/lCDVsk05o4
1945,Thank u guys  https://t.co/suJg7SfnwG
1946,Happy birthday https://t.co/t6Uq7w10Xs
1947,Thanks for your time and love  https://t.co/JvmCGZM6bS
1948,Nice to see u have fun https://t.co/TWC7LoYdST
1949,Hope u enjoyed it https://t.co/oqPD1D2N3l
1950,Love u all https://t.co/NCcvzJyCp0
1951,Glad u came https://t.co/XM442YtSGM
1952,Thank u friends https://t.co/Kf9H88PSdS
1953,Nice to see u all at the theatre  https://t.co/WumJJ2ZdQo
1954,Thank u Peru https://t.co/CdmoVtEUe3
1955,Thank u bros https://t.co/fod8oWIvb7
1956,Be happy always https://t.co/XmFElLde1o
1957,Thank u girls https://t.co/HwA8VRDKm9
1958,Be happy always https://t.co/Tkz7OBqox1
1959,Glad u could come and be with Raees https://t.co/jiWj9BZsMu
1960,So glad u joined us thank u https://t.co/Ss27ruOsE5
1961,Be crazy always https://t.co/wDYA4Eal5H
1962,So pretty https://t.co/nz1h7ObA63
1963,Thank u https://t.co/5lhAeRh7Uy
1964,Give my love to the baby https://t.co/5lhAeRh7Uy
1965,Love u guys https://t.co/IYBRApgeGN
1966,Hope u liked it https://t.co/N1Z0XP6e05
1967,Thanks  https://t.co/LSoSizkMym
1968,Thank U for watching https://t.co/RJjapup9nU
1969,U r sweet to do that  https://t.co/G6zIfHnHNf
1970,Thank u for watching https://t.co/NuEWO7Mptx
1971,Thank u guys https://t.co/4rkjUeGKrH
1972,How wonderful to be in Amritsar. Last time was here for RNBJ. I like being in Punjab.
1973,Thank u so much https://t.co/PQ3oShZzxm
1974,Love ur smiles  https://t.co/jczCIB15n7
1975,Thank u for being at the movie https://t.co/YQddx0Lnvk
1976,Hope u had fun https://t.co/gi5hN3zZDd
1977,Thank u for liking Raees https://t.co/CPvYpWWjIf
1978,Love u girls  https://t.co/MbQIIX6wLb
1979,U both look lovely https://t.co/pT84EuCNxT
1980,Thanks family https://t.co/FfjW71Zs4h
1981,Thank u for watching Raees https://t.co/tVZNT2wt91
1982,Thanks dad and son https://t.co/nQcv9hHPc8
1983,Thank u guys https://t.co/zq45l8izPY
1984,Love u all https://t.co/DDuZSggMzD
1985,Thank u Dadu https://t.co/rreSy8JcfY
1986,Thank u as always Casablanca https://t.co/Xao6q2Mn1i
1987,Thank u baby Raees https://t.co/WZXoifvtsJ
1988,It’s sweet of u all https://t.co/U3KzIObD38
1989,Thank u so much https://t.co/B0knRtqX3r
1990,Wow that’s cool  https://t.co/mak3Xl14kA
1991,Thank u https://t.co/iw3tvyHqFW
1992,Thank u girls. Love u right back https://t.co/eOaGD3w0QF
1993,Thank u guys https://t.co/Ih35GReSaL
1994,Thank u lil one https://t.co/UXET1W81Kc
1995,Damn u guys are already there?? Whose doing the business!!??  https://t.co/OiBAYW5FYA
1996,Very handsome thank u https://t.co/X3ewmHKava
1997,Thank u for being there https://t.co/4COYMZNPUr
1998,Lovely u both look https://t.co/2rLh5xBFWD
1999,Thank u and love u all https://t.co/LmYCW53U5s
2000,Thank u bhai logs https://t.co/nzKs8KLAmi
2001,See it again once free from college https://t.co/gaSTvJSIBY
2002,Thank u thank u https://t.co/IPvcMDLRSp
2003,Glad u enjoyed Raees https://t.co/zQVAivZUQy
2004,Awesome boys and girls https://t.co/iDIcI3s4kv
2005,Wow Bhubhaneshwar thanks for making the film such a big hit https://t.co/My3AXggOwX
2006,So pretty and no not calling u Battery https://t.co/Np06faVyE3
2007,All looking dapper. Thank u https://t.co/iJebhfO3m5
2008,I like. Thank u https://t.co/Buzl1wpz0Q
2009,Shukriya https://t.co/ZOukfr4YEm
2010,Thank u ladies https://t.co/V6iUSZ1Asd
2011,Thank u family.  https://t.co/kxI6O5hjBQ
2012,Looking cool u all https://t.co/b0pT4KtIlE
2013,Ha ha.  https://t.co/WATcl8pXgE
2014,Thank u  https://t.co/fqTEA1wn3U
2015,You all are beautiful thank u https://t.co/YfjZFFNz0O
2016,Really sweet thank u https://t.co/8Rst4atmoB
2017,Thank Zaalimas https://t.co/DvhORYJOlr
2018,Thank u pretty ones https://t.co/tzhQEjhoKc
2019,Thank u Nagpur https://t.co/KRDqge7IdI
2020,Thank u US  https://t.co/Nh2I4d33VU
2021,Thank u Canada for the warmth  https://t.co/49sw51GgAZ
2022,Very nice pic thank u https://t.co/NqYOdTiT5w
2023,Thanks for ur love https://t.co/8DtkHDYNp8
2024,Bahut badhiya https://t.co/KhSVZq3jzJ
2025,Thank u https://t.co/P3ea3x1xQx
2026,So sweet the kids are https://t.co/I0zPkkLSXN
2027,Wah very cool u look  https://t.co/MH6keGaV7p
2028,I am grateful. Thank u https://t.co/r3HcyRKD8H
2029,Love to all in Africa https://t.co/z8o6AtUjXJ
2030,Thank u guys https://t.co/T47E8kTwQR
2031,Thank u for being in the Theaters  https://t.co/vCHNvgPteh
2032,Raees is such a big hit because of u all. Thank u https://t.co/eI9IJndXMT
2033,Thank u England https://t.co/lab9JcV2Fu
2034,Thank u very much https://t.co/JhZh5em7e4
2035,Thank ladies for the t shirts https://t.co/K46XBtkY8x
2036,Very cool pic guys. Lov u https://t.co/ncGdUDJdNQ
2037,Raees lag rahe ho https://t.co/0MJjHSLIm8
2038,Bahut khoob.  https://t.co/C5lZ39jw6X
2039,Thanks for loving me https://t.co/bFHRCgD5y4
2040,Very elegant. Love u  https://t.co/Pv6eepSSwu
2041,Wow thank u so much. Love u https://t.co/hUvWNLuKjz
2042,Yes u r all lucky to have such lovely friends  https://t.co/YD8xjMgpul
2043,Masha Allah how good looking u all are https://t.co/uO4yxzYDlJ
2044,Always love u Malaysia https://t.co/LrPoDXiyRY
2045,You go girl. Thank u https://t.co/7UD1hVHAME
2046,Thank u 5 times https://t.co/gLh0BqieUE
2047,"Khyaal toh aaya tha, phir socha abhi toh Raees party shuru hui hai!! https://t.co/Nlwe3udxhP"
2048,The madness of Raees continues all over India... Thank you Pune! https://t.co/OBtPdNEnRy
2049,Thank u Pune. Symbiosis students &amp; all at the Seasons mall…and all following me on the roads. Go for Raees now! https://t.co/fwRI8Wqsvq
2050,Punewale aa Gaye chaa Gaye. Thank u for making it Raees day in Pune. Love u sooo much https://t.co/wFmPbFg4Hu
2051,It was great seeing you all... Thank you Pune! https://t.co/sx8uvg6tT0
2052,Thank you for the love Pune... https://t.co/urZzn3apFc
2053,U caught me in my weak moment.  https://t.co/XdieoiE15W
2054,On way to Pune tried my hand at copying a sketch of the Father…Thank u Bapu for showing us the path. Jan30th https://t.co/2A0htlBpJL
